Loan_Status,ApplicantIncome,CoapplicantIncome,TotalIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender,Married,Dependents,Education,Self_Employed,Property_Area
Y,1782.0,2232.0,4014.0,107.0,360.0,1,Male,Yes,1,Graduate,No,Rural
Y,3182.0,2917.0,6099.0,161.0,360.0,1,Male,No,0,Graduate,No,Urban
Y,6540.0,0.0,6540.0,205.0,360.0,1,Male,Yes,2,Graduate,No,Semiurban
N,1836.0,5743.125,7579.125,90.0,360.0,1,Male,No,0,Graduate,No,Urban
Y,3166.0,0.0,3166.0,36.0,360.0,1,Female,Yes,0,Graduate,No,Semiurban
N,1880.0,0.0,1880.0,61.0,360.0,1,Male,Yes,1,Graduate,No,Rural
N,2787.0,1917.0,4704.0,146.0,360.0,0,Male,Yes,1,Graduate,No,Rural
N,4283.0,3000.0,7283.0,172.0,84.0,1,Male,Yes,1,Graduate,No,Rural
Y,2297.0,1522.0,3819.0,104.0,360.0,1,Male,Yes,0,Graduate,No,Urban
Y,2165.0,0.0,2165.0,70.0,360.0,1,Female,No,0,Not Graduate,No,Semiurban
Y,4750.0,0.0,4750.0,94.0,360.0,1,Male,No,0,Graduate,No,Semiurban
N,2726.0,0.0,2726.0,106.0,360.0,0,Male,Yes,2,Graduate,Yes,Semiurban
Y,3000.0,3416.0,6416.0,56.0,180.0,1,Male,Yes,0,Graduate,No,Semiurban
N,6000.0,0.0,6000.0,205.0,240.0,1,Male,Yes,2,Graduate,Yes,Semiurban
Y,9357.0,0.0,9357.0,261.5,360.0,1,Male,No,3,Graduate,Yes,Semiurban
Y,3859.0,3300.0,7159.0,142.0,180.0,1,Male,Yes,0,Graduate,No,Rural
Y,10171.25,0.0,10171.25,260.0,360.0,1,Male,Yes,0,Graduate,Yes,Urban
Y,3833.0,0.0,3833.0,110.0,360.0,1,Male,No,0,Not Graduate,No,Rural
N,6383.0,1000.0,7383.0,187.0,360.0,1,Male,Yes,2,Not Graduate,Yes,Rural
N,2987.0,0.0,2987.0,88.0,360.0,0,Male,No,0,Graduate,No,Semiurban
Y,9963.0,0.0,9963.0,180.0,360.0,1,Male,Yes,0,Graduate,Yes,Rural
Y,5780.0,0.0,5780.0,192.0,360.0,1,Male,Yes,2,Graduate,No,Urban
N,416.0,5743.125,6159.125,261.5,180.0,1,Female,No,3,Graduate,No,Urban
Y,2894.0,2792.0,5686.0,155.0,360.0,1,Male,Yes,0,Not Graduate,No,Rural
Y,5703.0,0.0,5703.0,128.0,360.0,1,Male,Yes,3,Graduate,No,Urban
Y,3676.0,4301.0,7977.0,172.0,360.0,1,Male,No,0,Graduate,No,Rural
Y,10171.25,0.0,10171.25,261.5,360.0,1,Female,Yes,1,Graduate,No,Semiurban
N,2400.0,3800.0,6200.0,128.0,180.0,1,Male,Yes,0,Not Graduate,No,Urban
Y,3400.0,2500.0,5900.0,173.0,360.0,1,Male,Yes,1,Graduate,No,Semiurban
Y,3987.0,1411.0,5398.0,157.0,360.0,1,Male,Yes,2,Not Graduate,No,Rural
Y,3232.0,1950.0,5182.0,108.0,360.0,1,Male,Yes,0,Graduate,No,Rural
Y,2900.0,0.0,2900.0,71.0,360.0,1,Female,No,0,Graduate,No,Rural
Y,4106.0,0.0,4106.0,40.0,180.0,1,Male,Yes,3,Graduate,No,Rural
Y,8072.0,240.0,8312.0,253.0,360.0,1,Male,Yes,1,Graduate,No,Urban
Y,7583.0,0.0,7583.0,187.0,360.0,1,Male,Yes,2,Graduate,No,Urban
N,4583.0,0.0,4583.0,133.0,360.0,0,Female,No,0,Graduate,Yes,Semiurban
